"","Reviewer","Number","Authors","Title","Pub.year","URL","Species","Site","Latitude","Longitude","Loc.method","Month","Sample.year","Primer.note","Locus","Cross.species","Sample.Size","loc","Ocean","He.all","adj.He"
"387","RB",112,"RM van der Ven, L Triest, DJR De Ryck…","Population genetic structure of the stony coral Acropora tenuis shows high but variable connectivity in East Africa",2015,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.12643","Acropora tenuis","Mikindani",-10.25,40.15,"given",NA,NA,FALSE,"Amil2_022",TRUE,20,"112_-10.25_40.15","Indian",0.785,0.90269612703782
"388","RB",112,"RM van der Ven, L Triest, DJR De Ryck…","Population genetic structure of the stony coral Acropora tenuis shows high but variable connectivity in East Africa",2015,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.12643","Acropora tenuis","Mikindani",-10.25,40.15,"given",NA,NA,FALSE,"Amil5_028",TRUE,20,"112_-10.25_40.15","Indian",0.748,0.845043524441655
"389","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","01_WAL_IS",-11.462,143.042,"given","October",2011,FALSE,"Amil2_002",TRUE,48,"82_-11.462_143.042","Pacific",0.338204421991037,0.345008229685172
"390","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","02_GRT_DET",-11.783,144,"given","November",2009,FALSE,"Amil2_002",TRUE,48,"82_-11.783_144","Pacific",0.240283974304763,0.242658385556056
"391","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","03_CURD",-12.585,143.511,"given","November",2009,FALSE,"Amil2_002",TRUE,48,"82_-12.585_143.511","Pacific",0.350578165406983,0.358188378595066
"392","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","04_LNG_SDY",-12.5,143.785,"given","November",2009,FALSE,"Amil2_002",TRUE,29,"82_-12.5_143.785","Pacific",0.0567171237391852,0.0567475760861357
"393","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","05_NIGHT",-13.779,143.58,"given","October",2011,FALSE,"Amil2_002",TRUE,48,"82_-13.779_143.58","Pacific",0.32480022480918,0.330800493045568
"394","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","06_SB7",-13.436,143.972,"given","November",2009,FALSE,"Amil2_002",TRUE,48,"82_-13.436_143.972","Pacific",0.360422747321824,0.368721061621024
"395","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","07_WILKIE",-13.779,143.641,"given","October",2011,FALSE,"Amil2_002",TRUE,47,"82_-13.779_143.641","Pacific",0.468647979680565,0.487759656056628
"396","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","08_TYDE",-13.972,144.502,"given","November",2011,FALSE,"Amil2_002",TRUE,45,"82_-13.972_144.502","Pacific",0.474073002497826,0.493910907593547
"397","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","09_DAY",-14.519,145.538,"given","January",2011,FALSE,"Amil2_002",TRUE,21,"82_-14.519_145.538","Pacific",0.384996115528684,0.395203613649045
"398","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","10_YONG_FR",-14.618,145.636,"given","January",2011,FALSE,"Amil2_002",TRUE,29,"82_-14.618_145.636","Pacific",0.355383033107147,0.363323818824901
"399","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","11_YONG_LAG",-14.616,145.617,"given","January",2011,FALSE,"Amil2_002",TRUE,22,"82_-14.616_145.617","Pacific",0.260325434575344,0.263359243551562
"400","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","12_NN_FR",-14.633,145.654,"given","January",2011,FALSE,"Amil2_002",TRUE,32,"82_-14.633_145.654","Pacific",0.419814001928934,0.433240378679052
"401","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","13_NN_LAG",-14.639,145.636,"given","January",2011,FALSE,"Amil2_002",TRUE,31,"82_-14.639_145.636","Pacific",0.187026457617684,0.18813431585285
"402","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","20_LI_SI",-14.705,145.457,"given","January",2011,FALSE,"Amil2_002",TRUE,43,"82_-14.705_145.457","Pacific",0.171004786455609,0.171849387095102
"403","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","22_SN_PIT",-14.669,145.57,"given","January",2011,FALSE,"Amil2_002",TRUE,15,"82_-14.669_145.57","Pacific",0.440952327102018,0.456659449784928
"404","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","23_HIGH_RK",-14.823,145.555,"given","January",2011,FALSE,"Amil2_002",TRUE,43,"82_-14.823_145.555","Pacific",0.25043027189369,0.253124663554658
"405","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","24_NTH_DIR",-14.742,145.512,"given","January",2011,FALSE,"Amil2_002",TRUE,46,"82_-14.742_145.512","Pacific",0.45628484257873,0.473815593516683
"406","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","25_STH_DIR",-14.82,145.528,"given","January",2011,FALSE,"Amil2_002",TRUE,48,"82_-14.82_145.528","Pacific",0.442925562354135,0.458859156208698
"407","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","26_PITH",-18.205,147.016,"given","January",2011,FALSE,"Amil2_002",TRUE,44,"82_-18.205_147.016","Pacific",0.34836693599028,0.355828339999819
"408","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","27_KELSO",-18.441,146.995,"given","January",2011,FALSE,"Amil2_002",TRUE,38,"82_-18.441_146.995","Pacific",0.413682395835189,0.426495079597098
"409","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","28_MYR",-18.267,147.389,"given","March",2009,FALSE,"Amil2_002",TRUE,43,"82_-18.267_147.389","Pacific",0.512752147175209,0.53838735858291
"410","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","29_DIP",-18.41,147.454,"given","March",2009,FALSE,"Amil2_002",TRUE,19,"82_-18.41_147.454","Pacific",0.334058233917922,0.34060588724128
"411","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","30_CHICK",-18.66,147.711,"given","January",2011,FALSE,"Amil2_002",TRUE,20,"82_-18.66_147.711","Pacific",0.283496119221575,0.287437844325666
"412","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","31_TRUNK",-18.353,146.819,"given","March",2009,FALSE,"Amil2_002",TRUE,43,"82_-18.353_146.819","Pacific",0.430406345790552,0.444942905827763
"413","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","32_RIB",-18.479,146.873,"given","March",2009,FALSE,"Amil2_002",TRUE,30,"82_-18.479_146.873","Pacific",0.336120817649731,0.342795034245911
"414","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","33_JBR",-18.632,147.055,"given","January",2011,FALSE,"Amil2_002",TRUE,46,"82_-18.632_147.055","Pacific",0.267609030836581,0.270910698675566
"415","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","34_KEEPER",-18.748,147.721,"given","January",2011,FALSE,"Amil2_002",TRUE,49,"82_-18.748_147.721","Pacific",0.442905506765164,0.458836786803219
"416","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","35_WHEEL",-18.798,147.529,"given","March",2009,FALSE,"Amil2_002",TRUE,44,"82_-18.798_147.529","Pacific",0.113491053501204,0.113736108144424
"417","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","37_OI_EX",-18.58,146.497,"given","December",2010,FALSE,"Amil2_002",TRUE,50,"82_-18.58_146.497","Pacific",0.470082146840541,0.489383847009156
"418","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","38_OI_CB",-18.581,146.48,"given","November",2010,FALSE,"Amil2_002",TRUE,50,"82_-18.581_146.48","Pacific",0.156301183878176,0.156944691592593
"419","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","39_OI_LPB",-18.599,146.49,"given","November",2010,FALSE,"Amil2_002",TRUE,50,"82_-18.599_146.49","Pacific",0.498238888694026,0.521566410400656
"420","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","40_OI_RP",-18.612,146.483,"given","November",2010,FALSE,"Amil2_002",TRUE,21,"82_-18.612_146.483","Pacific",0.298101905366421,0.302703531028631
"421","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","41_OI_SH",-18.594,146.486,"given","November",2010,FALSE,"Amil2_002",TRUE,50,"82_-18.594_146.486","Pacific",0.159475689977972,0.160159522932739
"422","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","44_OI_WP",-18.553,146.488,"given","November",2010,FALSE,"Amil2_002",TRUE,47,"82_-18.553_146.488","Pacific",0.081962756580459,0.0820548046300655
"423","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","48_SEAGULL",-19.527,148.98,"given",NA,2013,FALSE,"Amil2_002",TRUE,21,"82_-19.527_148.98","Pacific",0.233353552291011,0.235525029680955
"424","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","49_STUCCO",-19.559,149.6,"given",NA,2013,FALSE,"Amil2_002",TRUE,19,"82_-19.559_149.6","Pacific",0.401494398342307,0.413147949626208
"425","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","50_Reef20344",-20.781,150.901,"given",NA,2013,FALSE,"Amil2_002",TRUE,45,"82_-20.781_150.901","Pacific",0.41903902746616,0.432386684426254
"426","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","51_BUGAT",-20.09,150.321,"given","December",2009,FALSE,"Amil2_002",TRUE,35,"82_-20.09_150.321","Pacific",0.383512828832508,0.393596981060953
"427","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","52_KEPPEL",-23.174,150.935,"given","May",2010,FALSE,"Amil2_002",TRUE,13,"82_-23.174_150.935","Pacific",0.620671587624524,0.669598952804179
"428","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","53_EAST_CAY",-21.484,152.559,"given","May",2010,FALSE,"Amil2_002",TRUE,49,"82_-21.484_152.559","Pacific",0.354948379286333,0.362858850634579
"429","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","54_REC",-21.671,152.447,"given","May",2010,FALSE,"Amil2_002",TRUE,38,"82_-21.671_152.447","Pacific",0.486769018051896,0.508387163144183
"430","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","55_Reef21558",-21.56,152.544,"given","May",2010,FALSE,"Amil2_002",TRUE,41,"82_-21.56_152.544","Pacific",0.373801219715512,0.38310396417969
"431","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","56_FRIG",-21.73,152.429,"given","May",2010,FALSE,"Amil2_002",TRUE,41,"82_-21.73_152.429","Pacific",0.579882611299835,0.618584595036007
"432","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","57_TURNER",-21.716,152.55,"given","May",2010,FALSE,"Amil2_002",TRUE,62,"82_-21.716_152.55","Pacific",0.55844327695841,0.592508008172568
"433","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","58_CENT",-21.91,152.527,"given","June",2010,FALSE,"Amil2_002",TRUE,59,"82_-21.91_152.527","Pacific",0.680553811324994,0.748518221589254
"434","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","59_CHINA",-22.013,152.646,"given","June",2010,FALSE,"Amil2_002",TRUE,51,"82_-22.013_152.646","Pacific",0.246385945137408,0.248949463583364
"435","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","60_HI_CCAN",-23.454,151.923,"given","February",2011,FALSE,"Amil2_002",TRUE,25,"82_-23.454_151.923","Pacific",0.197712848125529,0.199024159939596
"436","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","61_HI_CCAS",-23.448,151.913,"given","February",2011,FALSE,"Amil2_002",TRUE,31,"82_-23.448_151.913","Pacific",0.336027790404696,0.342696261957602
"437","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","62_HI_CGAR",-23.435,151.945,"given","February",2011,FALSE,"Amil2_002",TRUE,25,"82_-23.435_151.945","Pacific",0.584218518518775,0.623916829462141
"438","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","63_HI_WIST1",-23.451,151.896,"given","February",2011,FALSE,"Amil2_002",TRUE,43,"82_-23.451_151.896","Pacific",0.561800546352413,0.596560680242744
"439","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","65_HI_WIST3",-23.467,151.849,"given","February",2011,FALSE,"Amil2_002",TRUE,33,"82_-23.467_151.849","Pacific",0.400593184437776,0.412164154830532
"440","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","67_OTI",-23.482,152.077,"given","February",2011,FALSE,"Amil2_002",TRUE,22,"82_-23.482_152.077","Pacific",0.538019857397634,0.568086230847626
"441","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","68_MAG_CAY",-16.49,150.314,"given","October",2007,FALSE,"Amil2_002",TRUE,17,"82_-16.49_150.314","Pacific",0.643260422773924,0.698749074399189
"442","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","01_WAL_IS",-11.462,143.042,"given","October",2011,FALSE,"Amil2_012",TRUE,48,"82_-11.462_143.042","Pacific",0.362177718148034,0.370603170120701
"443","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","02_GRT_DET",-11.783,144,"given","November",2009,FALSE,"Amil2_012",TRUE,48,"82_-11.783_144","Pacific",0.34762354559542,0.355035387086363
"444","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","03_CURD",-12.585,143.511,"given","November",2009,FALSE,"Amil2_012",TRUE,48,"82_-12.585_143.511","Pacific",0.368103302586273,0.376968263473068
"445","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","04_LNG_SDY",-12.5,143.785,"given","November",2009,FALSE,"Amil2_012",TRUE,29,"82_-12.5_143.785","Pacific",0.292470206681939,0.296808977147838
"446","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","05_NIGHT",-13.779,143.58,"given","October",2011,FALSE,"Amil2_012",TRUE,48,"82_-13.779_143.58","Pacific",0.271891601791527,0.275358139269882
"447","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","06_SB7",-13.436,143.972,"given","November",2009,FALSE,"Amil2_012",TRUE,48,"82_-13.436_143.972","Pacific",0.345867312536001,0.353162988718857
"448","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","07_WILKIE",-13.779,143.641,"given","October",2011,FALSE,"Amil2_012",TRUE,47,"82_-13.779_143.641","Pacific",0.394838862268508,0.405892456512891
"449","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","08_TYDE",-13.972,144.502,"given","November",2011,FALSE,"Amil2_012",TRUE,45,"82_-13.972_144.502","Pacific",0.471099743274518,0.49053712497508
"450","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","09_DAY",-14.519,145.538,"given","January",2011,FALSE,"Amil2_012",TRUE,21,"82_-14.519_145.538","Pacific",0.363836088557802,0.372382945656799
"451","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","10_YONG_FR",-14.618,145.636,"given","January",2011,FALSE,"Amil2_012",TRUE,29,"82_-14.618_145.636","Pacific",0.368043556814318,0.376904006662579
"452","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","11_YONG_LAG",-14.616,145.617,"given","January",2011,FALSE,"Amil2_012",TRUE,22,"82_-14.616_145.617","Pacific",0.14976967718232,0.150335318380186
"453","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","12_NN_FR",-14.633,145.654,"given","January",2011,FALSE,"Amil2_012",TRUE,32,"82_-14.633_145.654","Pacific",0.310306566391222,0.315515500859792
"454","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","13_NN_LAG",-14.639,145.636,"given","January",2011,FALSE,"Amil2_012",TRUE,31,"82_-14.639_145.636","Pacific",0.244097590746101,0.246589025382376
"455","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","20_LI_SI",-14.705,145.457,"given","January",2011,FALSE,"Amil2_012",TRUE,43,"82_-14.705_145.457","Pacific",0.341306715957676,0.348306741646875
"456","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","22_SN_PIT",-14.669,145.57,"given","January",2011,FALSE,"Amil2_012",TRUE,15,"82_-14.669_145.57","Pacific",0.5767225734077,0.614711150242651
"457","RB",82,"V Lukoschek, C Riginos, MJH van Oppen","Congruent patterns of connectivity can inform management for broadcast spawning corals on the Great Barrier Reef",2016,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13649","Acropora tenuis","23_HIGH_RK",-14.823,145.555,"given","January",2011,FALSE,"Amil2_012",TRUE,43,"82_-14.823_145.555","Pacific",0.446942842131559,0.463344920432837
