Reviewer,Number,Authors,Title,Pub.year,URL,Species,Site,Latitude,Longitude,Loc.method,Month,Sample.year,Primer.note,Locus,Cross.species,He,Ho,A,Fis,He.mean,Ho.mean,A.mean,Fis.mean,He.sd,Ho.sd,A.sd,Fis.sd,Sample.Size,Notes,,,,,,,,
MK,1146,"TL Shearer, MA Coffroth","Isolation of microsatellite loci from the scleractinian corals, Montastraea cavernosa and Porites astreoides",2006,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-8286.2004.00653.x,Porites astreoides,"Carysfort Reef, Florida Keys",25.2212,-80.2114,estimate,NA,NA,TRUE,PaGA7,FALSE,0.826,0.48,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21619,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,PA3,FALSE,0.799,0.808,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"The paper had multiple site names for some locations but only one value for the Ho, He, etc for each of the different depths (example of how the locations listed below)",,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21620,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,PA7,FALSE,0.767,0.692,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,"For location, I used the first listed lat and long for the shallow, mid and deep",,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21621,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,PA13,FALSE,0.877,0.862,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,,Ex) Region,Sub Region,Population,Site name or location,,Latitude,Longitude,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21622,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,PA69,FALSE,0.867,0.853,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,,Florida,Upper Keys,UK Shallow,Conch reef,,24.9465,-80.50207,<-Went with the first listed coordinates
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21623,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,Past_3,FALSE,0.461,0.512,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,,,,,DL Patch,,25.0136833,-80.41387,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21624,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,Past_16,FALSE,0.407,0.524,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,,,,,Little Conch Reef,,24.9511167,80.4614,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21625,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,Past_17,FALSE,0.551,0.57,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,,,,,Marker 39,,25.0094333,-80.45792,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21626,Porites astreoides,"Fl, Upper Keys (shallow)",24.9465,-80.50207,given,NA,NA,FALSE,Past_21,FALSE,0.397,0.42,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,,,,,Sand Island,,25.0178667,-80.36823,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21627,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,PA3,FALSE,0.798,0.765,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,,,,,etc.,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21628,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,PA7,FALSE,0.679,0.662,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21629,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,PA13,FALSE,0.875,0.967,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21630,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,PA69,FALSE,0.879,0.909,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21631,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,Past_3,FALSE,0.53,0.536,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21632,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,Past_16,FALSE,0.156,0.169,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21633,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,Past_17,FALSE,0.703,0.825,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21634,Porites astreoides,"Fl, Upper Keys (mid)",25.0042333,-80.38757,given,NA,NA,FALSE,Past_21,FALSE,0.46,0.492,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21635,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,PA3,FALSE,0.728,0.85,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21636,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,PA7,FALSE,0.722,0.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21637,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,PA13,FALSE,0.845,0.72,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21638,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,PA69,FALSE,0.863,0.84,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21639,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,Past_3,FALSE,0.449,0.652,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21640,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,Past_16,FALSE,0.216,0.16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21641,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,Past_17,FALSE,0.632,0.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21642,Porites astreoides,"Fl, Upper Keys (deep)",24.94698333,-80.45561667,given,NA,NA,FALSE,Past_21,FALSE,0.519,0.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21643,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,PA3,FALSE,0.771,0.744,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21644,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,PA7,FALSE,0.72,0.767,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21645,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,PA13,FALSE,0.768,0.81,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21646,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,PA69,FALSE,0.906,0.93,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21647,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,Past_3,FALSE,0.541,0.487,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21648,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,Past_16,FALSE,0.342,0.432,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21649,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,Past_17,FALSE,0.594,0.535,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21650,Porites astreoides,"Fl, Lower Keys (shallow)",24.4784833,-81.7302,given,NA,NA,FALSE,Past_21,FALSE,0.428,0.475,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21651,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,PA3,FALSE,0.797,0.815,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21652,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,PA7,FALSE,0.613,0.469,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21653,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,PA13,FALSE,0.863,0.643,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21654,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,PA69,FALSE,0.863,0.889,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21655,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,Past_3,FALSE,0.497,0.581,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21656,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,Past_16,FALSE,0.222,0.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21657,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,Past_17,FALSE,0.736,0.719,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21658,Porites astreoides,"Fl, Lower Keys (mid)",24.5158167,-81.54248,given,NA,NA,FALSE,Past_21,FALSE,0.499,0.567,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21659,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,PA3,FALSE,0.729,0.882,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21660,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,PA7,FALSE,0.613,0.727,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21661,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,PA13,FALSE,0.879,0.742,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21662,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,PA69,FALSE,0.905,0.969,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21663,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,Past_3,FALSE,0.484,0.406,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21664,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,Past_16,FALSE,0.252,0.286,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21665,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,Past_17,FALSE,0.592,0.667,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21666,Porites astreoides,"Fl, Lower Keys (deep)",24.5042167,-81.58197,given,NA,NA,FALSE,Past_21,FALSE,0.531,0.533,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21667,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,PA3,FALSE,0.722,0.73,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21668,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,PA7,FALSE,0.784,0.683,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21669,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,PA13,FALSE,0.803,0.825,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21670,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,PA69,FALSE,0.882,0.963,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21671,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,Past_3,FALSE,0.554,0.61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21672,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,Past_16,FALSE,0.506,0.595,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21673,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,Past_17,FALSE,0.661,0.767,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21674,Porites astreoides,"Fl, Dry Tortugas (shallow)",24.6107833,-82.87133,given,NA,NA,FALSE,Past_21,FALSE,0.45,0.561,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21675,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,PA3,FALSE,0.788,0.815,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21676,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,PA7,FALSE,0.711,0.808,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21677,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,PA13,FALSE,0.798,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21678,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,PA69,FALSE,0.832,0.963,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21679,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,Past_3,FALSE,0.48,0.538,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21680,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,Past_16,FALSE,0.434,0.462,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21681,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,Past_17,FALSE,0.329,0.304,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21682,Porites astreoides,"Fl, Dry Tortugas (mid)",24.72225,-82.78715,given,NA,NA,FALSE,Past_21,FALSE,0.466,0.522,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21683,Porites astreoides,"Fl, Dry Tortugas (deep)",24.62875,-83.10167,given,NA,NA,FALSE,PA3,FALSE,0.829,0.972,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21684,Porites astreoides,"Fl, Dry Tortugas (deep)",24.62875,-83.10167,given,NA,NA,FALSE,PA7,FALSE,0.726,0.895,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21685,Porites astreoides,"Fl, Dry Tortugas (deep)",24.62875,-83.10167,given,NA,NA,FALSE,PA13,FALSE,0.859,0.842,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,,,,,,,,,
MK,1150,"XM Serrano, IB Baums, TB Smith, RJ Jones…",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,2016,https://www.nature.com/articles/srep21686,Porites astreoides,"Fl, Dry Tortugas (deep)",24.62875,-83.10167,given,NA,NA,FALSE,PA69,FALSE,0.874,0.861,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,,,,,
